invoice_id,invoice_date,customer,document_type,gross_amount,currency,status,invoice_ref
E00101,2026-08-19,Customer_022,INVOICE,7245.0,INR,OPEN,INV-F016-2
E00102,2026-08-20,Customer_022,INVOICE,17179.0,INR,OPEN,INV-F016-3
E00103,2026-08-20,Customer_033,INVOICE,26315.0,INR,OPEN,INV-F017-0
E00104,2026-08-21,Customer_033,INVOICE,28427.0,INR,OPEN,INV-F017-1
E00105,2026-08-22,Customer_033,INVOICE,27716.0,INR,OPEN,INV-F017-2
E00106,2026-08-23,Customer_033,INVOICE,26434.0,INR,OPEN,INV-F017-3
E00107,2026-10-16,Customer_044,INVOICE,31600.0,INR,OPEN,INV-F018-0
E00108,2026-10-17,Customer_044,INVOICE,34532.0,INR,OPEN,INV-F018-1
E00109,2026-10-18,Customer_044,INVOICE,6003.0,INR,OPEN,INV-F018-2
E00110,2026-08-29,Customer_055,INVOICE,30337.0,INR,OPEN,INV-F019-0
E00111,2026-08-30,Customer_055,INVOICE,14329.0,INR,OPEN,INV-F019-1
E00112,2026-08-31,Customer_055,INVOICE,29772.0,INR,OPEN,INV-F019-2
E00113,2026-09-01,Customer_055,INVOICE,22502.0,INR,OPEN,INV-F019-3
E00114,2026-09-22,Customer_066,INVOICE,26817.0,INR,OPEN,INV-F020-0
E00115,2026-09-23,Customer_066,INVOICE,28614.0,INR,OPEN,INV-F020-1
E00116,2026-09-24,Customer_066,INVOICE,7937.0,INR,OPEN,INV-F020-2
E00117,2026-09-25,Customer_066,INVOICE,33197.0,INR,OPEN,INV-F020-3
E00118,2026-09-25,Customer_077,INVOICE,34213.0,INR,OPEN,INV-F021-0
E00119,2026-09-26,Customer_077,INVOICE,28458.0,INR,OPEN,INV-F021-1
E00120,2026-09-27,Customer_077,INVOICE,19478.0,INR,OPEN,INV-F021-2
E00121,2026-09-04,Customer_008,INVOICE,32394.0,INR,OPEN,INV-F022-0
E00122,2026-09-05,Customer_008,INVOICE,28102.0,INR,OPEN,INV-F022-1
E00123,2026-09-06,Customer_008,INVOICE,31595.0,INR,OPEN,INV-F022-2
E00124,2026-09-07,Customer_008,INVOICE,8476.0,INR,OPEN,INV-F022-3
E00125,2026-09-06,Customer_019,INVOICE,15820.0,INR,OPEN,INV-F023-0
E00126,2026-09-07,Customer_019,INVOICE,25378.0,INR,OPEN,INV-F023-1
E00127,2026-09-08,Customer_019,INVOICE,23882.0,INR,OPEN,INV-F023-2
E00128,2026-09-09,Customer_019,INVOICE,11267.0,INR,OPEN,INV-F023-3
E00129,2026-09-13,Customer_030,INVOICE,16052.0,INR,OPEN,INV-F024-0
E00130,2026-09-14,Customer_030,INVOICE,27019.0,INR,OPEN,INV-F024-1
E00131,2026-09-15,Customer_030,INVOICE,13341.0,INR,OPEN,INV-F024-2
E00132,2026-09-27,Customer_041,INVOICE,22541.0,INR,OPEN,INV-F025-0
E00133,2026-09-28,Customer_041,INVOICE,6833.0,INR,OPEN,INV-F025-1
E00134,2026-09-29,Customer_041,INVOICE,20832.0,INR,OPEN,INV-F025-2
E00135,2026-10-07,Customer_052,INVOICE,11281.0,INR,OPEN,INV-F026-0
E00136,2026-10-08,Customer_052,INVOICE,31292.0,INR,OPEN,INV-F026-1
E00137,2026-10-15,Customer_063,INVOICE,22957.0,INR,OPEN,INV-F027-0
E00138,2026-10-16,Customer_063,INVOICE,28482.0,INR,OPEN,INV-F027-1
E00139,2026-10-04,Customer_074,INVOICE,13026.0,INR,OPEN,INV-F028-0
E00140,2026-10-05,Customer_074,INVOICE,11872.0,INR,OPEN,INV-F028-1
E00141,2026-10-06,Customer_074,INVOICE,9346.0,INR,OPEN,INV-F028-2
E00142,2026-08-17,Customer_005,INVOICE,13040.0,INR,OPEN,INV-F029-0
E00143,2026-08-18,Customer_005,INVOICE,8935.0,INR,OPEN,INV-F029-1
E00144,2026-10-18,Customer_016,INVOICE,9697.0,INR,OPEN,INV-F030-0
E00145,2026-10-19,Customer_016,INVOICE,31509.0,INR,OPEN,INV-F030-1
E00146,2026-10-19,Customer_027,INVOICE,23900.0,INR,OPEN,INV-F031-0
E00147,2026-10-20,Customer_027,INVOICE,10006.0,INR,OPEN,INV-F031-1
E00148,2026-10-21,Customer_027,INVOICE,19832.0,INR,OPEN,INV-F031-2
E00149,2026-08-14,Customer_038,INVOICE,12178.0,INR,OPEN,INV-F032-0
E00150,2026-08-15,Customer_038,INVOICE,27229.0,INR,OPEN,INV-F032-1
E00151,2026-08-16,Customer_038,INVOICE,16833.0,INR,OPEN,INV-F032-2
E00152,2026-08-17,Customer_038,INVOICE,13786.0,INR,OPEN,INV-F032-3
E00153,2026-10-18,Customer_049,INVOICE,24604.0,INR,OPEN,INV-F033-0
E00154,2026-10-19,Customer_049,INVOICE,34775.0,INR,OPEN,INV-F033-1
E00155,2026-10-20,Customer_049,INVOICE,22447.0,INR,OPEN,INV-F033-2
E00156,2026-10-21,Customer_049,INVOICE,31012.0,INR,OPEN,INV-F033-3
E00157,2026-09-19,Customer_060,INVOICE,8949.0,INR,OPEN,INV-F034-0
E00158,2026-09-20,Customer_060,INVOICE,6292.0,INR,OPEN,INV-F034-1
E00159,2026-08-04,Customer_071,INVOICE,12608.0,INR,OPEN,INV-F035-0
E00160,2026-08-05,Customer_071,INVOICE,24499.0,INR,OPEN,INV-F035-1
E00161,2026-08-06,Customer_071,INVOICE,12380.0,INR,OPEN,INV-F035-2
E00162,2026-08-07,Customer_071,INVOICE,27789.0,INR,OPEN,INV-F035-3
E00163,2026-10-18,Customer_002,INVOICE,13346.0,INR,OPEN,INV-F036-0
E00164,2026-10-19,Customer_002,INVOICE,20311.0,INR,OPEN,INV-F036-1
E00165,2026-10-20,Customer_002,INVOICE,21962.0,INR,OPEN,INV-F036-2
E00166,2026-10-07,Customer_013,INVOICE,16000.0,INR,OPEN,INV-F037-0
E00167,2026-10-08,Customer_013,INVOICE,31142.0,INR,OPEN,INV-F037-1
E00168,2026-10-09,Customer_013,INVOICE,6176.0,INR,OPEN,INV-F037-2
E00169,2026-10-10,Customer_013,INVOICE,19867.0,INR,OPEN,INV-F037-3
E00170,2026-09-30,Customer_024,INVOICE,8858.0,INR,OPEN,INV-F038-0
E00171,2026-10-01,Customer_024,INVOICE,6304.0,INR,OPEN,INV-F038-1
E00172,2026-10-10,Customer_035,INVOICE,34304.0,INR,OPEN,INV-F039-0
E00173,2026-10-11,Customer_035,INVOICE,11074.0,INR,OPEN,INV-F039-1
E00174,2026-10-12,Customer_035,INVOICE,8280.0,INR,OPEN,INV-F039-2
E00175,2026-10-13,Customer_035,INVOICE,26674.0,INR,OPEN,INV-F039-3
E00176,2026-08-23,Customer_010,INVOICE,41063.0,INR,OPEN,INV-NM000-0
E00177,2026-08-24,Customer_010,INVOICE,13868.0,INR,OPEN,INV-NM000-1
E00178,2026-08-25,Customer_010,INVOICE,6290.0,INR,OPEN,INV-NM000-2
E00179,2026-08-26,Customer_010,INVOICE,8982.0,INR,OPEN,INV-NM000-3
E00180,2026-08-30,Customer_023,INVOICE,9229.0,INR,OPEN,INV-NM001-0
E00181,2026-08-31,Customer_023,INVOICE,45450.0,INR,OPEN,INV-NM001-1
E00182,2026-09-01,Customer_023,INVOICE,79434.0,INR,OPEN,INV-NM001-2
E00183,2026-09-02,Customer_023,INVOICE,17164.0,INR,OPEN,INV-NM001-3
E00184,2026-08-25,Customer_036,INVOICE,24245.0,INR,OPEN,INV-NM002-0
E00185,2026-08-26,Customer_036,INVOICE,21738.0,INR,OPEN,INV-NM002-1
E00186,2026-08-27,Customer_036,INVOICE,28365.0,INR,OPEN,INV-NM002-2
E00187,2026-09-12,Customer_049,INVOICE,41511.0,INR,OPEN,INV-NM003-0
E00188,2026-09-13,Customer_049,INVOICE,8693.0,INR,OPEN,INV-NM003-1
E00189,2026-09-14,Customer_049,INVOICE,6049.0,INR,OPEN,INV-NM003-2
E00190,2026-09-15,Customer_049,INVOICE,6016.0,INR,OPEN,INV-NM003-3
E00191,2026-09-16,Customer_049,INVOICE,6015.0,INR,OPEN,INV-NM003-4
E00192,2026-08-05,Customer_062,INVOICE,42930.0,INR,OPEN,INV-NM004-0
E00193,2026-08-06,Customer_062,INVOICE,16150.0,INR,OPEN,INV-NM004-1
E00194,2026-08-07,Customer_062,INVOICE,7255.0,INR,OPEN,INV-NM004-2
E00195,2026-09-16,Customer_075,INVOICE,118059.0,INR,OPEN,INV-NM005-0
E00196,2026-09-17,Customer_075,INVOICE,22744.0,INR,OPEN,INV-NM005-1
E00197,2026-08-23,Customer_008,INVOICE,8627.0,INR,OPEN,INV-NM006-0
E00198,2026-08-24,Customer_008,INVOICE,104495.0,INR,OPEN,INV-NM006-1
E00199,2026-08-04,Customer_021,INVOICE,64724.0,INR,OPEN,INV-NM007-0
E00200,2026-08-05,Customer_021,INVOICE,85151.0,INR,OPEN,INV-NM007-1
E00201,2026-09-28,Customer_034,INVOICE,28307.0,INR,OPEN,INV-NM008-0
E00202,2026-09-29,Customer_034,INVOICE,71732.0,INR,OPEN,INV-NM008-1
E00203,2026-09-30,Customer_034,INVOICE,28433.0,INR,OPEN,INV-NM008-2
E00204,2026-08-21,Customer_047,INVOICE,59302.0,INR,OPEN,INV-NM009-0
E00205,2026-08-22,Customer_047,INVOICE,8546.0,INR,OPEN,INV-NM009-1
E00206,2026-08-23,Customer_047,INVOICE,6123.0,INR,OPEN,INV-NM009-2
E00207,2026-10-06,Customer_060,INVOICE,98630.0,INR,OPEN,INV-NM010-0
E00208,2026-10-07,Customer_060,INVOICE,9183.0,INR,OPEN,INV-NM010-1
E00209,2026-10-08,Customer_060,INVOICE,6016.0,INR,OPEN,INV-NM010-2
E00210,2026-10-09,Customer_060,INVOICE,6781.0,INR,OPEN,INV-NM010-3
E00211,2026-09-05,Customer_073,INVOICE,42904.0,INR,OPEN,INV-NM011-0
E00212,2026-09-06,Customer_073,INVOICE,50372.0,INR,OPEN,INV-NM011-1
E00213,2026-08-09,Customer_006,INVOICE,36027.0,INR,OPEN,INV-NM012-0
E00214,2026-08-10,Customer_006,INVOICE,60387.0,INR,OPEN,INV-NM012-1
E00215,2026-08-19,Customer_019,INVOICE,86698.0,INR,OPEN,INV-NM013-0
E00216,2026-08-20,Customer_019,INVOICE,12921.0,INR,OPEN,INV-NM013-1
E00217,2026-08-21,Customer_019,INVOICE,6932.0,INR,OPEN,INV-NM013-2
E00218,2026-09-24,Customer_032,INVOICE,29599.0,INR,OPEN,INV-NM014-0
E00219,2026-09-25,Customer_032,INVOICE,14949.0,INR,OPEN,INV-NM014-1
E00220,2026-09-26,Customer_032,INVOICE,17168.0,INR,OPEN,INV-NM014-2
E00221,2026-09-27,Customer_032,INVOICE,18190.0,INR,OPEN,INV-NM014-3
E00222,2026-09-26,Customer_045,INVOICE,76962.0,INR,OPEN,INV-NM015-0
E00223,2026-09-27,Customer_045,INVOICE,7297.0,INR,OPEN,INV-NM015-1
E00224,2026-09-28,Customer_045,INVOICE,8187.0,INR,OPEN,INV-NM015-2
E00225,2026-09-29,Customer_045,INVOICE,7093.0,INR,OPEN,INV-NM015-3
E00226,2026-08-09,Customer_058,INVOICE,40369.0,INR,OPEN,INV-NM016-0
E00227,2026-08-10,Customer_058,INVOICE,9544.0,INR,OPEN,INV-NM016-1
E00228,2026-08-11,Customer_058,INVOICE,25260.0,INR,OPEN,INV-NM016-2
E00229,2026-08-12,Customer_058,INVOICE,35292.0,INR,OPEN,INV-NM016-3
E00230,2026-08-28,Customer_071,INVOICE,117080.0,INR,OPEN,INV-NM017-0
E00231,2026-08-29,Customer_071,INVOICE,6296.0,INR,OPEN,INV-NM017-1
E00232,2026-10-08,Customer_004,INVOICE,18993.0,INR,OPEN,INV-NM018-0
E00233,2026-10-09,Customer_004,INVOICE,18845.0,INR,OPEN,INV-NM018-1
E00234,2026-10-10,Customer_004,INVOICE,17003.0,INR,OPEN,INV-NM018-2
E00235,2026-10-11,Customer_004,INVOICE,19214.0,INR,OPEN,INV-NM018-3
E00236,2026-08-05,Customer_017,INVOICE,32562.0,INR,OPEN,INV-NM019-0
E00237,2026-08-06,Customer_017,INVOICE,88250.0,INR,OPEN,INV-NM019-1
E00238,2026-09-04,Customer_030,INVOICE,19743.0,INR,OPEN,INV-NM020-0
E00239,2026-09-05,Customer_030,INVOICE,22349.0,INR,OPEN,INV-NM020-1
E00240,2026-09-06,Customer_030,INVOICE,19504.0,INR,OPEN,INV-NM020-2
E00241,2026-09-07,Customer_030,INVOICE,6126.0,INR,OPEN,INV-NM020-3
E00242,2026-09-08,Customer_030,INVOICE,8251.0,INR,OPEN,INV-NM020-4
E00243,2026-10-07,Customer_043,INVOICE,27360.0,INR,OPEN,INV-NM021-0
E00244,2026-10-08,Customer_043,INVOICE,35750.0,INR,OPEN,INV-NM021-1
E00245,2026-09-22,Customer_056,INVOICE,23443.0,INR,OPEN,INV-NM022-0
E00246,2026-09-23,Customer_056,INVOICE,68580.0,INR,OPEN,INV-NM022-1
E00247,2026-09-20,Customer_069,INVOICE,11364.0,INR,OPEN,INV-NM023-0
E00248,2026-09-21,Customer_069,INVOICE,6730.0,INR,OPEN,INV-NM023-1
E00249,2026-09-22,Customer_069,INVOICE,28436.0,INR,OPEN,INV-NM023-2
E00250,2026-09-23,Customer_069,INVOICE,13398.0,INR,OPEN,INV-NM023-3
E00251,2026-08-22,Customer_002,INVOICE,31559.0,INR,OPEN,INV-NM024-0
E00252,2026-08-23,Customer_002,INVOICE,6153.0,INR,OPEN,INV-NM024-1
E00253,2026-08-24,Customer_002,INVOICE,59412.0,INR,OPEN,INV-NM024-2
E00254,2026-08-25,Customer_002,INVOICE,8621.0,INR,OPEN,INV-NM024-3
E00255,2026-09-27,Customer_015,INVOICE,42768.0,INR,OPEN,INV-NM025-0
E00256,2026-09-28,Customer_015,INVOICE,8662.0,INR,OPEN,INV-NM025-1
E00257,2026-09-29,Customer_015,INVOICE,7602.0,INR,OPEN,INV-NM025-2
E00258,2026-09-30,Customer_015,INVOICE,8138.0,INR,OPEN,INV-NM025-3
E00259,2026-10-01,Customer_015,INVOICE,6248.0,INR,OPEN,INV-NM025-4
E00260,2026-08-28,Customer_028,INVOICE,57346.0,INR,OPEN,INV-NM026-0
E00261,2026-08-29,Customer_028,INVOICE,56933.0,INR,OPEN,INV-NM026-1
E00262,2026-08-20,Customer_041,INVOICE,17655.0,INR,OPEN,INV-NM027-0
E00263,2026-08-21,Customer_041,INVOICE,72773.0,INR,OPEN,INV-NM027-1
E00264,2026-08-22,Customer_041,INVOICE,17425.0,INR,OPEN,INV-NM027-2
E00265,2026-08-23,Customer_041,INVOICE,6169.0,INR,OPEN,INV-NM027-3
E00266,2026-09-03,Customer_054,INVOICE,94377.0,INR,OPEN,INV-NM028-0
E00267,2026-09-04,Customer_054,INVOICE,6756.0,INR,OPEN,INV-NM028-1
E00268,2026-09-06,Customer_067,INVOICE,85810.0,INR,OPEN,INV-NM029-0
E00269,2026-09-07,Customer_067,INVOICE,21662.0,INR,OPEN,INV-NM029-1
E00270,2026-09-08,Customer_067,INVOICE,8186.0,INR,OPEN,INV-NM029-2
E00271,2026-09-09,Customer_067,INVOICE,7194.0,INR,OPEN,INV-NM029-3
E00272,2026-09-10,Customer_067,INVOICE,6988.0,INR,OPEN,INV-NM029-4
E00273,2026-08-10,Customer_080,INVOICE,21627.0,INR,OPEN,INV-NM030-0
E00274,2026-08-11,Customer_080,INVOICE,24501.0,INR,OPEN,INV-NM030-1
E00275,2026-08-12,Customer_080,INVOICE,27724.0,INR,OPEN,INV-NM030-2
E00276,2026-08-02,Customer_013,INVOICE,52884.0,INR,OPEN,INV-NM031-0
E00277,2026-08-03,Customer_013,INVOICE,34146.0,INR,OPEN,INV-NM031-1
E00278,2026-08-04,Customer_013,INVOICE,36731.0,INR,OPEN,INV-NM031-2
E00279,2026-08-08,Customer_026,INVOICE,39484.0,INR,OPEN,INV-NM032-0
E00280,2026-08-09,Customer_026,INVOICE,20994.0,INR,OPEN,INV-NM032-1
E00281,2026-08-10,Customer_026,INVOICE,7334.0,INR,OPEN,INV-NM032-2
E00282,2026-08-11,Customer_026,INVOICE,7821.0,INR,OPEN,INV-NM032-3
E00283,2026-08-12,Customer_026,INVOICE,10268.0,INR,OPEN,INV-NM032-4
E00284,2026-09-24,Customer_039,INVOICE,47307.0,INR,OPEN,INV-NM033-0
E00285,2026-09-25,Customer_039,INVOICE,33432.0,INR,OPEN,INV-NM033-1
E00286,2026-09-26,Customer_039,INVOICE,58676.0,INR,OPEN,INV-NM033-2
E00287,2026-09-10,Customer_052,INVOICE,10639.0,INR,OPEN,INV-NM034-0
E00288,2026-09-11,Customer_052,INVOICE,25190.0,INR,OPEN,INV-NM034-1
E00289,2026-09-12,Customer_052,INVOICE,54635.0,INR,OPEN,INV-NM034-2
E00290,2026-09-13,Customer_052,INVOICE,28568.0,INR,OPEN,INV-NM034-3
E00291,2026-09-14,Customer_052,INVOICE,30834.0,INR,OPEN,INV-NM034-4
E00292,2026-08-21,Customer_004,INVOICE,85104.0,INR,OPEN,PART-000
E00293,2026-09-14,Customer_021,INVOICE,74952.0,INR,OPEN,PART-001
E00294,2026-09-23,Customer_038,INVOICE,83872.0,INR,OPEN,PART-002
E00295,2026-10-19,Customer_055,INVOICE,34214.0,INR,OPEN,PART-003
E00296,2026-09-22,Customer_072,INVOICE,106717.0,INR,OPEN,PART-004
E00297,2026-09-02,Customer_009,INVOICE,92594.0,INR,OPEN,PART-005
E00298,2026-10-03,Customer_026,INVOICE,84658.0,INR,OPEN,PART-006
E00299,2026-10-07,Customer_043,INVOICE,112895.0,INR,OPEN,PART-007
E00300,2026-10-17,Customer_060,INVOICE,82906.0,INR,OPEN,PART-008
E00301,2026-09-27,Customer_077,INVOICE,77485.0,INR,OPEN,PART-009
E00302,2026-08-28,Customer_014,INVOICE,95730.0,INR,OPEN,PART-010
E00303,2026-09-13,Customer_031,INVOICE,87944.0,INR,OPEN,PART-011
E00304,2026-09-04,Customer_048,INVOICE,35864.0,INR,OPEN,PART-012
E00305,2026-09-09,Customer_065,INVOICE,45383.0,INR,OPEN,PART-013
E00306,2026-10-17,Customer_002,INVOICE,89960.0,INR,OPEN,PART-014
E00307,2026-08-07,Customer_019,INVOICE,34797.0,INR,OPEN,PART-015
E00308,2026-08-28,Customer_036,INVOICE,117531.0,INR,OPEN,PART-016
E00309,2026-08-30,Customer_053,INVOICE,31303.0,INR,OPEN,PART-017
E00310,2026-08-31,Customer_070,INVOICE,116186.0,INR,OPEN,PART-018
E00311,2026-09-26,Customer_007,INVOICE,71138.0,INR,OPEN,PART-019
E00312,2026-09-07,Customer_024,INVOICE,48394.0,INR,OPEN,PART-020
E00313,2026-09-01,Customer_041,INVOICE,33004.0,INR,OPEN,PART-021
E00314,2026-08-01,Customer_058,INVOICE,51631.0,INR,OPEN,PART-022
E00315,2026-09-10,Customer_075,INVOICE,102394.0,INR,OPEN,PART-023
E00316,2026-10-09,Customer_012,INVOICE,44709.0,INR,OPEN,PART-024
