bank_txn_id,date,description,amount,currency,reference
B071,2026-08-11,Customer_05 PARTIAL PAYMENT E095,13626.0,INR,UTR00001070
B072,2026-08-12,Customer_05 PARTIAL PAYMENT E095,46240.0,INR,UTR00001071
B073,2026-08-12,Customer_06 PARTIAL PAYMENT E096,28427.0,INR,UTR00001072
B074,2026-08-13,Customer_06 PARTIAL PAYMENT E096,3916.0,INR,UTR00001073
B075,2026-08-14,Customer_06 PARTIAL PAYMENT E096,33009.0,INR,UTR00001074
B076,2026-08-13,Customer_07 PARTIAL PAYMENT E097,3525.0,INR,UTR00001075
B077,2026-08-14,Customer_07 PARTIAL PAYMENT E097,26485.0,INR,UTR00001076
B078,2026-08-14,Customer_08 PARTIAL PAYMENT E098,13336.0,INR,UTR00001077
B079,2026-08-15,Customer_08 PARTIAL PAYMENT E098,16145.0,INR,UTR00001078
B080,2026-08-16,Customer_08 PARTIAL PAYMENT E098,38278.0,INR,UTR00001079
B081,2026-08-15,Customer_09 PARTIAL PAYMENT E099,4084.0,INR,UTR00001080
B082,2026-08-16,Customer_09 PARTIAL PAYMENT E099,28462.0,INR,UTR00001081
B083,2026-08-16,Customer_10 PARTIAL PAYMENT E100,12292.0,INR,UTR00001082
B084,2026-08-17,Customer_10 PARTIAL PAYMENT E100,5577.0,INR,UTR00001083
B085,2026-08-18,Customer_10 PARTIAL PAYMENT E100,10957.0,INR,UTR00001084
B086,2026-08-17,Customer_11 PARTIAL PAYMENT E101,13738.0,INR,UTR00001085
B087,2026-08-18,Customer_11 PARTIAL PAYMENT E101,15196.0,INR,UTR00001086
B088,2026-08-18,Customer_12 PARTIAL PAYMENT E102,15964.0,INR,UTR00001087
B089,2026-08-19,Customer_12 PARTIAL PAYMENT E102,13532.0,INR,UTR00001088
B090,2026-08-20,Customer_12 PARTIAL PAYMENT E102,18221.0,INR,UTR00001089
B091,2026-08-19,Customer_13 PARTIAL PAYMENT E103,7681.0,INR,UTR00001090
B092,2026-08-20,Customer_13 PARTIAL PAYMENT E103,37390.0,INR,UTR00001091
B093,2026-08-20,Customer_14 PARTIAL PAYMENT E104,5287.0,INR,UTR00001092
B094,2026-08-21,Customer_14 PARTIAL PAYMENT E104,7040.0,INR,UTR00001093
B095,2026-08-22,Customer_14 PARTIAL PAYMENT E104,20032.0,INR,UTR00001094
B096,2026-08-21,Customer_15 PARTIAL PAYMENT E105,21394.0,INR,UTR00001095
B097,2026-08-22,Customer_15 PARTIAL PAYMENT E105,42429.0,INR,UTR00001096
B098,2026-08-22,Customer_16 SPLIT SETTLEMENT PAY0076,31478.0,INR,UTR00001097
B099,2026-08-23,Customer_16 SPLIT SETTLEMENT PAY0076,16577.0,INR,UTR00001098
B100,2026-08-24,Customer_16 SPLIT SETTLEMENT PAY0076,17267.0,INR,UTR00001099
B101,2026-08-23,Customer_17 SPLIT SETTLEMENT PAY0077,20087.0,INR,UTR00001100
B102,2026-08-24,Customer_17 SPLIT SETTLEMENT PAY0077,37990.0,INR,UTR00001101
B103,2026-08-24,Customer_18 SPLIT SETTLEMENT PAY0078,23696.0,INR,UTR00001102
B104,2026-08-25,Customer_18 SPLIT SETTLEMENT PAY0078,11042.0,INR,UTR00001103
B105,2026-08-26,Customer_18 SPLIT SETTLEMENT PAY0078,18985.0,INR,UTR00001104
B106,2026-08-25,Customer_19 SPLIT SETTLEMENT PAY0079,7771.0,INR,UTR00001105
B107,2026-08-26,Customer_19 SPLIT SETTLEMENT PAY0079,28186.0,INR,UTR00001106
B108,2026-08-26,Customer_20 SPLIT SETTLEMENT PAY0080,17016.0,INR,UTR00001107
B109,2026-08-27,Customer_20 SPLIT SETTLEMENT PAY0080,27560.0,INR,UTR00001108
B110,2026-08-28,Customer_20 SPLIT SETTLEMENT PAY0080,41857.0,INR,UTR00001109
B111,2026-08-27,Customer_21 SPLIT SETTLEMENT PAY0081,13916.0,INR,UTR00001110
B112,2026-08-28,Customer_21 SPLIT SETTLEMENT PAY0081,26568.0,INR,UTR00001111
B113,2026-08-28,Customer_22 SPLIT SETTLEMENT PAY0082,19608.0,INR,UTR00001112
B114,2026-08-29,Customer_22 SPLIT SETTLEMENT PAY0082,19504.0,INR,UTR00001113
B115,2026-08-30,Customer_22 SPLIT SETTLEMENT PAY0082,29974.0,INR,UTR00001114
B116,2026-08-29,Customer_23 SPLIT SETTLEMENT PAY0083,24338.0,INR,UTR00001115
B117,2026-08-30,Customer_23 SPLIT SETTLEMENT PAY0083,44714.0,INR,UTR00001116
B118,2026-08-30,Customer_24 SPLIT SETTLEMENT PAY0084,18145.0,INR,UTR00001117
B119,2026-08-31,Customer_24 SPLIT SETTLEMENT PAY0084,12904.0,INR,UTR00001118
B120,2026-09-01,Customer_24 SPLIT SETTLEMENT PAY0084,15427.0,INR,UTR00001119
B121,2026-08-03,Customer_25 SPLIT SETTLEMENT PAY0085,15797.0,INR,UTR00001120
B122,2026-08-04,Customer_25 SPLIT SETTLEMENT PAY0085,21710.0,INR,UTR00001121
B123,2026-08-04,Customer_26 NET SETTLEMENT AFTER TDR GST,31719.33,INR,UTR00001122
B124,2026-08-05,Customer_27 NET SETTLEMENT AFTER TDR GST,55660.66,INR,UTR00001123
B125,2026-08-06,Customer_28 NET SETTLEMENT AFTER TDR GST,36412.89,INR,UTR00001124
B126,2026-08-07,Customer_29 NET SETTLEMENT AFTER TDR GST,21783.48,INR,UTR00001125
B127,2026-08-08,Customer_30 NET SETTLEMENT AFTER TDR GST,33426.08,INR,UTR00001126
B128,2026-08-10,Customer_01 CHARGE LESS PARTIAL REFUND,44901.0,INR,UTR00001127
B129,2026-08-11,Customer_02 CHARGE LESS PARTIAL REFUND,48682.0,INR,UTR00001128
B130,2026-08-12,Customer_03 CHARGE LESS PARTIAL REFUND,57693.0,INR,UTR00001129
B131,2026-08-13,Customer_04 CHARGE LESS PARTIAL REFUND,45952.0,INR,UTR00001130
B132,2026-08-14,Customer_05 CHARGE LESS PARTIAL REFUND,48785.0,INR,UTR00001131
B133,2026-08-12,UNKNOWN BANK CREDIT PAY0096,25489.0,INR,UTR00001132
B134,2026-08-17,Customer_09 AMOUNT MISMATCH,19700.0,INR,UTR00001133
B135,2026-08-18,OTHER CUSTOMER WRONG REFERENCE,25000.0,INR,UTR00001134
