invoice_id,invoice_date,customer,document_type,gross_amount,currency,status,invoice_ref
E0033,2026-07-27,Customer_32,INVOICE,12023.0,INR,OPEN,INV-00033
E0034,2026-08-10,Customer_39,INVOICE,5051.0,INR,OPEN,INV-00034
E0035,2026-08-06,Customer_46,INVOICE,5017.0,INR,OPEN,INV-00035
E0036,2026-07-06,Customer_47,INVOICE,8554.0,INR,OPEN,BULK-36-1
E0037,2026-07-07,Customer_47,INVOICE,10700.0,INR,OPEN,BULK-36-2
E0038,2026-07-08,Customer_47,INVOICE,8351.0,INR,OPEN,BULK-36-3
E0039,2026-08-14,Customer_08,INVOICE,5580.0,INR,OPEN,BULK-37-1
E0040,2026-08-15,Customer_08,INVOICE,9473.0,INR,OPEN,BULK-37-2
E0041,2026-08-09,Customer_19,INVOICE,9171.0,INR,OPEN,BULK-38-1
E0042,2026-08-10,Customer_19,INVOICE,13853.0,INR,OPEN,BULK-38-2
E0043,2026-08-11,Customer_19,INVOICE,3729.0,INR,OPEN,BULK-38-3
E0044,2026-08-12,Customer_19,INVOICE,3327.0,INR,OPEN,BULK-38-4
E0045,2026-07-25,Customer_30,INVOICE,3999.0,INR,OPEN,BULK-39-1
E0046,2026-07-26,Customer_30,INVOICE,3781.0,INR,OPEN,BULK-39-2
E0047,2026-08-15,Customer_41,INVOICE,3766.0,INR,OPEN,BULK-40-1
E0048,2026-08-16,Customer_41,INVOICE,2690.0,INR,OPEN,BULK-40-2
E0049,2026-07-08,Customer_02,INVOICE,10344.0,INR,OPEN,BULK-41-1
E0050,2026-07-09,Customer_02,INVOICE,9207.0,INR,OPEN,BULK-41-2
E0051,2026-07-10,Customer_02,INVOICE,4175.0,INR,OPEN,BULK-41-3
E0052,2026-07-21,Customer_13,INVOICE,5828.0,INR,OPEN,BULK-42-1
E0053,2026-07-22,Customer_13,INVOICE,6488.0,INR,OPEN,BULK-42-2
E0054,2026-07-23,Customer_13,INVOICE,6833.0,INR,OPEN,BULK-42-3
E0055,2026-07-24,Customer_13,INVOICE,13072.0,INR,OPEN,BULK-42-4
E0056,2026-07-15,Customer_24,INVOICE,2919.0,INR,OPEN,BULK-43-1
E0057,2026-07-16,Customer_24,INVOICE,7063.0,INR,OPEN,BULK-43-2
E0058,2026-07-17,Customer_24,INVOICE,5009.0,INR,OPEN,BULK-43-3
E0059,2026-07-18,Customer_24,INVOICE,10158.0,INR,OPEN,BULK-43-4
E0060,2026-07-24,Customer_35,INVOICE,10730.0,INR,OPEN,BULK-44-1
E0061,2026-07-25,Customer_35,INVOICE,7186.0,INR,OPEN,BULK-44-2
E0062,2026-07-26,Customer_35,INVOICE,13785.0,INR,OPEN,BULK-44-3
E0063,2026-07-27,Customer_35,INVOICE,12029.0,INR,OPEN,BULK-44-4
E0064,2026-07-20,Customer_46,INVOICE,8898.0,INR,OPEN,BULK-45-1
E0065,2026-07-21,Customer_46,INVOICE,8932.0,INR,OPEN,BULK-45-2
E0066,2026-07-22,Customer_46,INVOICE,5844.0,INR,OPEN,BULK-45-3
E0067,2026-07-23,Customer_46,INVOICE,8589.0,INR,OPEN,BULK-45-4
E0068,2026-08-14,Customer_07,INVOICE,4359.0,INR,OPEN,BULK-46-1
E0069,2026-08-15,Customer_07,INVOICE,3718.0,INR,OPEN,BULK-46-2
E0070,2026-08-16,Customer_07,INVOICE,2953.0,INR,OPEN,BULK-46-3
E0071,2026-08-17,Customer_07,INVOICE,11941.0,INR,OPEN,BULK-46-4
E0072,2026-08-11,Customer_18,INVOICE,11602.0,INR,OPEN,BULK-47-1
E0073,2026-08-12,Customer_18,INVOICE,10303.0,INR,OPEN,BULK-47-2
E0074,2026-08-13,Customer_18,INVOICE,11183.0,INR,OPEN,BULK-47-3
E0075,2026-08-14,Customer_18,INVOICE,8839.0,INR,OPEN,BULK-47-4
E0076,2026-07-17,Customer_29,INVOICE,5552.0,INR,OPEN,BULK-48-1
E0077,2026-07-18,Customer_29,INVOICE,5898.0,INR,OPEN,BULK-48-2
E0078,2026-07-27,Customer_40,INVOICE,10840.0,INR,OPEN,BULK-49-1
E0079,2026-07-28,Customer_40,INVOICE,12490.0,INR,OPEN,BULK-49-2
E0080,2026-07-29,Customer_40,INVOICE,11892.0,INR,OPEN,BULK-49-3
E0081,2026-07-05,Customer_01,INVOICE,5420.0,INR,OPEN,BULK-50-1
E0082,2026-07-06,Customer_01,INVOICE,8901.0,INR,OPEN,BULK-50-2
E0083,2026-07-07,Customer_01,INVOICE,9086.0,INR,OPEN,BULK-50-3
E0084,2026-07-08,Customer_01,INVOICE,5084.0,INR,OPEN,BULK-50-4
E0085,2026-07-26,Customer_12,INVOICE,12238.0,INR,OPEN,BULK-51-1
E0086,2026-07-27,Customer_12,INVOICE,7391.0,INR,OPEN,BULK-51-2
E0087,2026-07-18,Customer_23,INVOICE,10324.0,INR,OPEN,BULK-52-1
E0088,2026-07-19,Customer_23,INVOICE,9081.0,INR,OPEN,BULK-52-2
E0089,2026-07-20,Customer_23,INVOICE,3013.0,INR,OPEN,BULK-52-3
E0090,2026-07-28,Customer_34,INVOICE,4458.0,INR,OPEN,BULK-53-1
E0091,2026-07-29,Customer_34,INVOICE,4694.0,INR,OPEN,BULK-53-2
E0092,2026-07-30,Customer_34,INVOICE,11136.0,INR,OPEN,BULK-53-3
E0093,2026-07-27,Customer_45,INVOICE,5175.0,INR,OPEN,BULK-54-1
E0094,2026-07-28,Customer_45,INVOICE,7719.0,INR,OPEN,BULK-54-2
E0095,2026-08-20,Customer_06,INVOICE,12018.0,INR,OPEN,BULK-55-1
E0096,2026-08-21,Customer_06,INVOICE,4952.0,INR,OPEN,BULK-55-2
E0097,2026-08-22,Customer_06,INVOICE,11247.0,INR,OPEN,BULK-55-3
E0098,2026-08-23,Customer_06,INVOICE,11035.0,INR,OPEN,BULK-55-4
E0099,2026-08-19,Customer_17,INVOICE,5740.0,INR,OPEN,BULK-56-1
E0100,2026-08-20,Customer_17,INVOICE,3399.0,INR,OPEN,BULK-56-2
E0101,2026-08-05,Customer_28,INVOICE,6622.0,INR,OPEN,BULK-57-1
E0102,2026-08-06,Customer_28,INVOICE,13140.0,INR,OPEN,BULK-57-2
E0103,2026-08-07,Customer_28,INVOICE,6027.0,INR,OPEN,BULK-57-3
E0104,2026-08-08,Customer_28,INVOICE,13679.0,INR,OPEN,BULK-57-4
E0105,2026-08-15,Customer_39,INVOICE,7827.0,INR,OPEN,BULK-58-1
E0106,2026-08-16,Customer_39,INVOICE,9845.0,INR,OPEN,BULK-58-2
E0107,2026-07-24,Customer_50,INVOICE,5846.0,INR,OPEN,BULK-59-1
E0108,2026-07-25,Customer_50,INVOICE,10404.0,INR,OPEN,BULK-59-2
E0109,2026-08-05,Customer_11,INVOICE,3232.0,INR,OPEN,BULK-60-1
E0110,2026-08-06,Customer_11,INVOICE,4579.0,INR,OPEN,BULK-60-2
E0111,2026-07-23,Customer_22,INVOICE,13881.0,INR,OPEN,BULK-61-1
E0112,2026-07-24,Customer_22,INVOICE,7459.0,INR,OPEN,BULK-61-2
E0113,2026-07-21,Customer_33,INVOICE,9203.0,INR,OPEN,BULK-62-1
E0114,2026-07-22,Customer_33,INVOICE,2692.0,INR,OPEN,BULK-62-2
E0115,2026-07-23,Customer_33,INVOICE,5702.0,INR,OPEN,BULK-62-3
E0116,2026-07-30,Customer_44,INVOICE,7877.0,INR,OPEN,BULK-63-1
E0117,2026-07-31,Customer_44,INVOICE,13863.0,INR,OPEN,BULK-63-2
E0118,2026-07-09,Customer_05,INVOICE,10247.0,INR,OPEN,BULK-64-1
E0119,2026-07-10,Customer_05,INVOICE,2936.0,INR,OPEN,BULK-64-2
E0120,2026-07-02,Customer_16,INVOICE,7246.0,INR,OPEN,BULK-65-1
E0121,2026-07-03,Customer_16,INVOICE,3350.0,INR,OPEN,BULK-65-2
E0122,2026-07-04,Customer_16,INVOICE,4603.0,INR,OPEN,BULK-65-3
E0123,2026-08-03,Customer_09,INVOICE,45473.0,INR,OPEN,SPLIT-66
E0124,2026-07-27,Customer_22,INVOICE,59717.0,INR,OPEN,SPLIT-67
E0125,2026-07-08,Customer_35,INVOICE,55144.0,INR,OPEN,SPLIT-68
E0126,2026-07-05,Customer_48,INVOICE,44434.0,INR,OPEN,SPLIT-69
E0127,2026-07-12,Customer_11,INVOICE,30939.0,INR,OPEN,SPLIT-70
E0128,2026-08-02,Customer_24,INVOICE,34597.0,INR,OPEN,SPLIT-71
E0129,2026-07-16,Customer_37,INVOICE,32381.0,INR,OPEN,SPLIT-72
E0130,2026-07-12,Customer_50,INVOICE,22159.0,INR,OPEN,SPLIT-73
E0131,2026-08-05,Customer_13,INVOICE,31182.0,INR,OPEN,SPLIT-74
E0132,2026-08-19,Customer_26,INVOICE,39111.0,INR,OPEN,SPLIT-75
E0133,2026-08-17,Customer_39,INVOICE,54366.0,INR,OPEN,SPLIT-76
E0134,2026-08-10,Customer_02,INVOICE,28873.0,INR,OPEN,SPLIT-77
E0135,2026-07-25,Customer_15,INVOICE,64379.0,INR,OPEN,SPLIT-78
E0136,2026-07-06,Customer_28,INVOICE,53381.0,INR,OPEN,SPLIT-79
E0137,2026-07-12,Customer_41,INVOICE,28761.0,INR,OPEN,SPLIT-80
E0138,2026-08-04,Customer_04,INVOICE,61717.0,INR,OPEN,SPLIT-81
E0139,2026-08-04,Customer_17,INVOICE,30324.0,INR,OPEN,SPLIT-82
E0140,2026-08-09,Customer_30,INVOICE,45984.0,INR,OPEN,SPLIT-83
E0141,2026-07-09,Customer_43,INVOICE,25955.0,INR,OPEN,SPLIT-84
E0142,2026-07-27,Customer_06,INVOICE,39523.0,INR,OPEN,SPLIT-85
E0143,2026-08-02,Customer_19,INVOICE,34983.0,INR,OPEN,SPLIT-86
E0144,2026-07-30,Customer_32,INVOICE,62583.0,INR,OPEN,SPLIT-87
E0145,2026-08-12,Customer_45,INVOICE,27945.0,INR,OPEN,SPLIT-88
E0146,2026-07-22,Customer_08,INVOICE,61526.0,INR,OPEN,SPLIT-89
E0147,2026-07-12,Customer_21,INVOICE,52194.0,INR,OPEN,SPLIT-90
E0148,2026-08-14,Customer_48,INVOICE,17151.0,INR,OPEN,NM-91-0
E0149,2026-08-15,Customer_48,INVOICE,7519.0,INR,OPEN,NM-91-1
E0150,2026-08-16,Customer_48,INVOICE,11117.0,INR,OPEN,NM-91-2
E0151,2026-07-12,Customer_15,INVOICE,13348.0,INR,OPEN,NM-92-0
E0152,2026-07-13,Customer_15,INVOICE,18782.0,INR,OPEN,NM-92-1
E0153,2026-08-12,Customer_32,INVOICE,44425.0,INR,OPEN,NM-93-0
E0154,2026-08-13,Customer_32,INVOICE,21074.0,INR,OPEN,NM-93-1
E0155,2026-08-10,Customer_49,INVOICE,14333.0,INR,OPEN,NM-94-0
E0156,2026-08-11,Customer_49,INVOICE,8789.0,INR,OPEN,NM-94-1
E0157,2026-08-12,Customer_49,INVOICE,5810.0,INR,OPEN,NM-94-2
E0158,2026-08-13,Customer_49,INVOICE,11879.0,INR,OPEN,NM-94-3
E0159,2026-08-08,Customer_16,INVOICE,35134.0,INR,OPEN,NM-95-0
E0160,2026-08-09,Customer_16,INVOICE,46599.0,INR,OPEN,NM-95-1
E0161,2026-08-06,Customer_33,INVOICE,26785.0,INR,OPEN,NM-96-0
E0162,2026-08-07,Customer_33,INVOICE,46963.0,INR,OPEN,NM-96-1
E0163,2026-08-08,Customer_33,INVOICE,5516.0,INR,OPEN,NM-96-2
E0164,2026-08-09,Customer_33,INVOICE,7170.0,INR,OPEN,NM-96-3
E0165,2026-07-11,Customer_50,INVOICE,32098.0,INR,OPEN,NM-97-0
E0166,2026-07-12,Customer_50,INVOICE,11018.0,INR,OPEN,NM-97-1
E0167,2026-07-06,Customer_17,INVOICE,62555.0,INR,OPEN,NM-98-0
E0168,2026-07-07,Customer_17,INVOICE,10075.0,INR,OPEN,NM-98-1
E0169,2026-07-19,Customer_34,INVOICE,25075.0,INR,OPEN,NM-99-0
E0170,2026-07-20,Customer_34,INVOICE,28415.0,INR,OPEN,NM-99-1
E0171,2026-07-21,Customer_34,INVOICE,34397.0,INR,OPEN,NM-99-2
E0172,2026-07-23,Customer_01,INVOICE,34402.0,INR,OPEN,NM-100-0
E0173,2026-07-24,Customer_01,INVOICE,13067.0,INR,OPEN,NM-100-1
E0174,2026-07-25,Customer_01,INVOICE,16158.0,INR,OPEN,NM-100-2
E0175,2026-08-13,Customer_18,INVOICE,37356.0,INR,OPEN,NM-101-0
E0176,2026-08-14,Customer_18,INVOICE,7225.0,INR,OPEN,NM-101-1
E0177,2026-08-15,Customer_18,INVOICE,14029.0,INR,OPEN,NM-101-2
E0178,2026-07-16,Customer_35,INVOICE,4468.0,INR,OPEN,NM-102-0
E0179,2026-07-17,Customer_35,INVOICE,76930.0,INR,OPEN,NM-102-1
E0180,2026-07-03,Customer_02,INVOICE,13183.0,INR,OPEN,NM-103-0
E0181,2026-07-04,Customer_02,INVOICE,35082.0,INR,OPEN,NM-103-1
E0182,2026-07-05,Customer_02,INVOICE,13956.0,INR,OPEN,NM-103-2
E0183,2026-07-19,Customer_19,INVOICE,10175.0,INR,OPEN,NM-104-0
E0184,2026-07-20,Customer_19,INVOICE,67111.0,INR,OPEN,NM-104-1
E0185,2026-07-01,Customer_36,INVOICE,35539.0,INR,OPEN,NM-105-0
E0186,2026-07-02,Customer_36,INVOICE,20096.0,INR,OPEN,NM-105-1
E0187,2026-07-03,Customer_36,INVOICE,7618.0,INR,OPEN,NM-105-2
E0188,2026-07-13,Customer_03,INVOICE,19903.0,INR,OPEN,NM-106-0
E0189,2026-07-14,Customer_03,INVOICE,11526.0,INR,OPEN,NM-106-1
E0190,2026-07-15,Customer_03,INVOICE,56551.0,INR,OPEN,NM-106-2
E0191,2026-08-08,Customer_20,INVOICE,26306.0,INR,OPEN,NM-107-0
E0192,2026-08-09,Customer_20,INVOICE,22510.0,INR,OPEN,NM-107-1
E0193,2026-08-10,Customer_20,INVOICE,4453.0,INR,OPEN,NM-107-2
E0194,2026-08-11,Customer_20,INVOICE,4222.0,INR,OPEN,NM-107-3
E0195,2026-08-05,Customer_37,INVOICE,26547.0,INR,OPEN,NM-108-0
E0196,2026-08-06,Customer_37,INVOICE,23837.0,INR,OPEN,NM-108-1
E0197,2026-08-07,Customer_37,INVOICE,4198.0,INR,OPEN,NM-108-2
E0198,2026-08-08,Customer_37,INVOICE,7988.0,INR,OPEN,NM-108-3
E0199,2026-08-10,Customer_04,INVOICE,10996.0,INR,OPEN,NM-109-0
E0200,2026-08-11,Customer_04,INVOICE,4367.0,INR,OPEN,NM-109-1
E0201,2026-08-12,Customer_04,INVOICE,15388.0,INR,OPEN,NM-109-2
E0202,2026-07-24,Customer_21,INVOICE,17120.0,INR,OPEN,NM-110-0
E0203,2026-07-25,Customer_21,INVOICE,49039.0,INR,OPEN,NM-110-1
E0204,2026-07-27,Customer_10,INVOICE,23407.0,INR,OPEN,FEE-111
E0205,2026-07-19,Customer_29,INVOICE,83198.0,INR,OPEN,FEE-112
E0206,2026-08-10,Customer_48,INVOICE,40622.0,INR,OPEN,FEE-113
E0207,2026-07-07,Customer_17,INVOICE,83415.0,INR,OPEN,FEE-114
E0208,2026-07-31,Customer_36,INVOICE,34225.0,INR,OPEN,FEE-115
E0209,2026-07-29,Customer_05,INVOICE,71338.0,INR,OPEN,FEE-116
E0210,2026-07-06,Customer_24,INVOICE,76410.0,INR,OPEN,FEE-117
E0211,2026-07-05,Customer_43,INVOICE,23277.0,INR,OPEN,FEE-118
E0212,2026-08-07,Customer_12,INVOICE,15802.0,INR,OPEN,FEE-119
E0213,2026-07-31,Customer_31,INVOICE,16983.0,INR,OPEN,FEE-120
E0214,2026-07-22,Customer_50,INVOICE,52176.0,INR,OPEN,FEE-121
E0215,2026-07-25,Customer_19,INVOICE,27773.0,INR,OPEN,FEE-122
E0216,2026-07-20,Customer_38,INVOICE,38495.0,INR,OPEN,FEE-123
E0217,2026-07-24,Customer_07,INVOICE,40922.0,INR,OPEN,FEE-124
E0218,2026-07-21,Customer_26,INVOICE,36142.0,INR,OPEN,FEE-125
E0219,2026-07-02,Customer_45,INVOICE,69082.0,INR,OPEN,FEE-126
E0220,2026-07-07,Customer_14,INVOICE,58854.0,INR,OPEN,FEE-127
E0221,2026-07-20,Customer_33,INVOICE,52983.0,INR,OPEN,FEE-128
E0222,2026-07-09,Customer_02,INVOICE,29492.0,INR,OPEN,FEE-129
E0223,2026-08-16,Customer_21,INVOICE,41975.0,INR,OPEN,FEE-130
E0224,2026-07-28,Customer_14,INVOICE,71221.0,INR,OPEN,REF-131
E0225,2026-07-10,Customer_37,INVOICE,67059.0,INR,OPEN,REF-132
E0226,2026-07-31,Customer_10,INVOICE,43267.0,INR,OPEN,REF-133
E0227,2026-07-15,Customer_33,INVOICE,72184.0,INR,OPEN,REF-134
E0228,2026-08-08,Customer_06,INVOICE,59047.0,INR,OPEN,REF-135
E0229,2026-08-02,Customer_29,INVOICE,38609.0,INR,OPEN,REF-136
E0230,2026-08-16,Customer_02,INVOICE,38826.0,INR,OPEN,REF-137
E0231,2026-07-25,Customer_25,INVOICE,69516.0,INR,OPEN,REF-138
E0232,2026-07-31,Customer_48,INVOICE,41865.0,INR,OPEN,REF-139
E0233,2026-07-13,Customer_21,INVOICE,39648.0,INR,OPEN,REF-140
E0234,2026-07-02,Customer_44,INVOICE,80291.0,INR,OPEN,REF-141
E0235,2026-08-05,Customer_17,INVOICE,38791.0,INR,OPEN,REF-142
E0236,2026-08-06,Customer_40,INVOICE,41725.0,INR,OPEN,REF-143
E0237,2026-07-06,Customer_13,INVOICE,63950.0,INR,OPEN,REF-144
E0238,2026-07-29,Customer_36,INVOICE,71217.0,INR,OPEN,REF-145
E0239,2026-08-05,Customer_39,INVOICE,20000.0,INR,OPEN,AMB-146-A
E0240,2026-08-06,Customer_40,INVOICE,20000.0,INR,OPEN,AMB-146-B
E0241,2026-08-06,Customer_42,INVOICE,15000.0,INR,OPEN,AMB-147-A
E0242,2026-08-07,Customer_43,INVOICE,15000.0,INR,OPEN,AMB-147-B
E0243,2026-08-03,Customer_45,INVOICE,20000.0,INR,OPEN,AMB-148-A
E0244,2026-08-04,Customer_46,INVOICE,20000.0,INR,OPEN,AMB-148-B
E0245,2026-08-12,Customer_48,INVOICE,25000.0,INR,OPEN,AMB-149-A
E0246,2026-08-13,Customer_49,INVOICE,25000.0,INR,OPEN,AMB-149-B
E0247,2026-07-21,Customer_01,INVOICE,15000.0,INR,OPEN,AMB-150-A
E0248,2026-07-22,Customer_02,INVOICE,15000.0,INR,OPEN,AMB-150-B
E0249,2026-07-13,Customer_04,INVOICE,25000.0,INR,OPEN,AMB-151-A
E0250,2026-07-14,Customer_05,INVOICE,25000.0,INR,OPEN,AMB-151-B
E0251,2026-08-09,Customer_07,INVOICE,10000.0,INR,OPEN,AMB-152-A
E0252,2026-08-10,Customer_08,INVOICE,10000.0,INR,OPEN,AMB-152-B
E0253,2026-08-04,Customer_10,INVOICE,15000.0,INR,OPEN,AMB-153-A
E0254,2026-08-05,Customer_11,INVOICE,15000.0,INR,OPEN,AMB-153-B
E0255,2026-08-02,Customer_13,INVOICE,20000.0,INR,OPEN,AMB-154-A
E0256,2026-08-03,Customer_14,INVOICE,20000.0,INR,OPEN,AMB-154-B
E0257,2026-08-07,Customer_16,INVOICE,15000.0,INR,OPEN,AMB-155-A
E0258,2026-08-08,Customer_17,INVOICE,15000.0,INR,OPEN,AMB-155-B
E0259,2026-07-09,Customer_25,INVOICE,33134.25,INR,OPEN,ROUND-156
E0260,2026-07-04,Customer_04,INVOICE,45676.42,INR,OPEN,ROUND-157
E0261,2026-08-16,Customer_33,INVOICE,24161.35,INR,OPEN,ROUND-158
E0262,2026-08-19,Customer_12,INVOICE,7949.19,INR,OPEN,ROUND-159
E0263,2026-07-13,Customer_41,INVOICE,46381.11,INR,OPEN,ROUND-160
E0264,2026-07-19,Customer_20,INVOICE,49413.94,INR,OPEN,ROUND-161
E0265,2026-08-18,Customer_49,INVOICE,33941.77,INR,OPEN,ROUND-162
E0266,2026-07-08,Customer_28,INVOICE,32779.18,INR,OPEN,ROUND-163
E0267,2026-08-08,Customer_07,INVOICE,31834.6,INR,OPEN,ROUND-164
E0268,2026-07-28,Customer_36,INVOICE,46848.23,INR,OPEN,ROUND-165
E0269,2026-08-07,Customer_21,INVOICE,8760.0,INR,OPEN,ORPHAN-ERP-174
E0270,2026-07-26,Customer_26,INVOICE,32959.0,INR,OPEN,ORPHAN-ERP-175
E0271,2026-07-21,Customer_31,INVOICE,10240.0,INR,OPEN,ORPHAN-ERP-176
E0272,2026-07-02,Customer_36,INVOICE,47029.0,INR,OPEN,ORPHAN-ERP-177
E0273,2026-07-30,Customer_41,INVOICE,24006.0,INR,OPEN,ORPHAN-ERP-178
E0274,2026-07-05,Customer_46,INVOICE,15706.0,INR,OPEN,ORPHAN-ERP-179
E0275,2026-08-24,Customer_01,INVOICE,18438.0,INR,OPEN,ORPHAN-ERP-180
E0276,2026-07-14,Customer_06,INVOICE,22931.0,INR,OPEN,ORPHAN-ERP-181
E0277,2026-08-01,Customer_31,INVOICE,20000.0,INR,OPEN,WRONGCUST-190
E0278,2026-08-16,Customer_38,INVOICE,30000.0,INR,OPEN,WRONGCUST-191
E0279,2026-08-04,Customer_45,INVOICE,15000.0,INR,OPEN,WRONGCUST-192
E0280,2026-07-08,Customer_02,INVOICE,25000.0,INR,OPEN,WRONGCUST-193
E0281,2026-07-01,Customer_09,INVOICE,15000.0,INR,OPEN,WRONGCUST-194
E0282,2026-07-18,Customer_16,INVOICE,12000.0,INR,OPEN,WRONGCUST-195
E0283,2026-08-08,Customer_15,INVOICE,33033.0,INR,OPEN,MISMATCH-196
E0284,2026-07-15,Customer_24,INVOICE,40580.0,INR,OPEN,MISMATCH-197
E0285,2026-08-16,Customer_33,INVOICE,39492.0,INR,OPEN,MISMATCH-198
E0286,2026-08-14,Customer_42,INVOICE,18403.0,INR,OPEN,MISMATCH-199
E0287,2026-07-12,Customer_01,INVOICE,30565.0,INR,OPEN,MISMATCH-200
E0288,2026-07-01,Customer_12,INVOICE,16844.0,INR,OPEN,STALE-201
E0289,2026-07-01,Customer_23,INVOICE,23416.0,INR,OPEN,STALE-202
E0290,2026-07-01,Customer_34,INVOICE,19256.0,INR,OPEN,STALE-203
E0291,2026-07-01,Customer_45,INVOICE,24858.0,INR,OPEN,STALE-204
E0292,2026-07-01,Customer_06,INVOICE,19376.0,INR,OPEN,STALE-205
